"Description: ","Standardised Precipitation Index"
"Station: ","Vercelli_94_24"
"Latitude: ","0"
"Longitude: ","0"
"Climpact_version: ","3.3"
"Date_of_calculation: ","2025-06-20"
time, spi
2010-07, 1.28290000663235
2010-08, 1.55712594877441
2010-09, 1.50818093152885
2010-10, 1.72125960953025
2010-11, 1.67815037295938
2010-12, 1.38801729520273
2011-01, 1.27280090777197
2011-02, 1.19426475298896
2011-03, 1.38951705257557
2011-04, 1.03245902331785
2011-05, 1.11017309210624
2011-06, 1.32829763031871
2011-07, 1.35341765748178
2011-08, 1.37161037460713
2011-09, 1.34742312552458
2011-10, 1.26582108695118
2011-11, 1.32783955697146
2011-12, 1.13671958460736
2012-01, 1.13656937347739
2012-02, 0.863177479839987
2012-03, 0.819872373309617
2012-04, 1.13735120538561
2012-05, 1.0949225292228
2012-06, 0.93584491767173
2012-07, 0.806757879612403
2012-08, 0.431916477530274
2012-09, 0.547922446937322
2012-10, 0.301432903688897
2012-11, 0.191140912655855
2012-12, -0.0552308001167912
2013-01, -0.0573433711700507
2013-02, -0.157907524546939
2013-03, -0.257107604046925
2013-04, -0.0397080276174965
2013-05, 0.505154021011516
2013-06, 0.0417381323430307
2013-07, 0.0629545967323896
2013-08, 0.225553718494183
2013-09, 0.246002186025895
2013-10, 0.411328100009648
2013-11, 0.127357678036352
2013-12, 0.470343966764492
2014-01, 0.758859468732801
2014-02, 1.19574350591029
2014-03, 1.34649486517765
2014-04, 1.23296516105729
2014-05, 1.22402519820112
2014-06, 1.32194808250156
2014-07, 1.77579831906072
2014-08, 2.04939162113017
2014-09, 1.95544458744576
2014-10, 1.73941501875452
2014-11, 2.00842634172502
2014-12, 2.04024274889792
2015-01, 2.08561440303262
2015-02, 2.17836492297374
2015-03, 2.02897943725102
2015-04, 2.08446386947471
2015-05, 1.97887421504173
2015-06, 2.06933760747663
2015-07, 1.94904368961337
2015-08, 2.1390703191145
2015-09, 2.11396549869579
2015-10, 2.06987004989434
2015-11, 1.84105193419456
2015-12, 1.47276963105684
2016-01, 1.11819138432028
2016-02, 0.917091256559825
2016-03, 0.800402357629008
2016-04, 0.732218214217744
2016-05, 1.09736438702132
2016-06, 1.00380563043022
2016-07, 0.665429308293526
2016-08, 0.345225189836237
2016-09, 0.496536061410167
2016-10, 0.632493749778308
2016-11, 0.173146074352392
2016-12, 0.0754881014611891
2017-01, -0.0634976285904291
2017-02, -0.220187511374706
2017-03, -0.263844490350895
2017-04, -0.485149377254751
2017-05, -0.575942094289585
2017-06, -0.53790817998384
2017-07, -0.506504644173564
2017-08, -0.962844832387898
2017-09, -1.02548557664258
2017-10, -1.34560934151432
2017-11, -1.06062355256285
2017-12, -0.94639004226361
2018-01, -0.900044903098632
2018-02, -1.15655678470861
2018-03, -0.930681651020858
2018-04, -0.79920237660577
2018-05, -0.755736355202397
2018-06, -0.952408774220771
2018-07, -1.06489210760268
2018-08, -1.07777159129596
2018-09, -1.22619146670666
2018-10, -0.798626895255766
2018-11, -0.886076315468355
2018-12, -0.947763327912537
2019-01, -1.01584125799032
2019-02, -1.00105945549909
2019-03, -1.18345356245845
2019-04, -0.885315627587708
2019-05, -0.676655965834852
2019-06, -0.839801011456713
2019-07, -0.563784185193366
2019-08, -0.538317861705015
2019-09, -0.516549069406317
2019-10, -0.160654334250673
2019-11, 0.383870894101286
2019-12, 0.524141184400744
2020-01, 0.38349610788284
2020-02, 0.293481925574279
2020-03, 0.111050166002689
2020-04, 0.0944538327865049
2020-05, -0.300795402216986
2020-06, -0.0776290744636875
2020-07, 0.103247511270499
2020-08, 0.114709103511175
2020-09, 0.319400010362002
2020-10, 0.416812521974001
2020-11, 0.13581423656146
2020-12, 0.321853787018942
2021-01, 0.55968414498815
2021-02, 0.579435710237309
2021-03, 0.564824116415223
2021-04, 0.36213404870672
2021-05, 0.0339254440044395
2021-06, 0.117441951747649
2021-07, 0.148577660038636
2021-08, 0.084088264459851
2021-09, 0.0670290489022106
2021-10, 0.0285588073748722
2021-11, -0.259173651241408
2021-12, -0.485791902519405
2022-01, -0.544141527586166
2022-02, -0.480026579139242
2022-03, -0.622942200443194
2022-04, -0.87405134217828
2022-05, -1.13416067533489
2022-06, -1.30507944147534
2022-07, -1.47405871319476
2022-08, -1.3912332425106
2022-09, -1.67637768981557
2022-10, -2.11438701551714
2022-11, -1.81097329389598
2022-12, -1.81258795045342
2023-01, -2.22774675858592
2023-02, -2.22222309509911
2023-03, -2.16434643328295
2023-04, -2.23438956309122
2023-05, -1.81005231885677
2023-06, -1.70886459852132
2023-07, -1.82083404397404
2023-08, -1.44137146374573
2023-09, -1.21293237189451
2023-10, -1.31494177915347
2023-11, -1.61827664944133
2023-12, -1.53236039992625
2024-01, -1.48533278010161
2024-02, -0.734058933052784
2024-03, 0.0114370770486697
2024-04, 0.135992173354873
2024-05, 0.525066386341604
2024-06, 0.483414675222838
2024-07, 0.497835208066839
2024-08, 0.346516279191624
2024-09, 0.455197115284021
2024-10, 0.893069326819826
2024-11, 0.764896108554053
2024-12, 0.589598681623072
