"Description: ","Standardised Precipitation-Evapotranspiration Index"
"Station: ","Vercelli_94_24"
"Latitude: ","0"
"Longitude: ","0"
"Climpact_version: ","3.3"
"Date_of_calculation: ","2025-06-20"
time, spei
2010-07, 1.39677951346121
2010-08, 1.55981605220784
2010-09, 1.51552580627636
2010-10, 1.75897895268752
2010-11, 1.69227367782788
2010-12, 1.49004524638715
2011-01, 1.40294741950445
2011-02, 1.33507824744744
2011-03, 1.51054789295553
2011-04, 1.16371735631116
2011-05, 1.28576519187921
2011-06, 1.501655265784
2011-07, 1.53844749827003
2011-08, 1.45302673526252
2011-09, 1.40223113463088
2011-10, 1.32312818289649
2011-11, 1.32844681099641
2011-12, 1.09456097624689
2012-01, 1.04188533997852
2012-02, 0.73334544729607
2012-03, 0.595811746635356
2012-04, 0.990415775526102
2012-05, 0.897962169718146
2012-06, 0.701307327635857
2012-07, 0.515793164516873
2012-08, 0.0733166277988106
2012-09, 0.196429907794822
2012-10, -0.190510191238316
2012-11, -0.312985426245205
2012-12, -0.627851082281
2013-01, -0.703982094894905
2013-02, -0.75211877454368
2013-03, -0.788236167647648
2013-04, -0.484749115533493
2013-05, 0.193266795809649
2013-06, -0.39506752394608
2013-07, -0.406517699210612
2013-08, -0.0593978563312416
2013-09, 0.0189259227487915
2013-10, 0.274091133156942
2013-11, 0.00372205547119304
2013-12, 0.320960969864294
2014-01, 0.61307068225926
2014-02, 1.04982083877056
2014-03, 1.22752247925474
2014-04, 1.1029821717143
2014-05, 1.11648729654716
2014-06, 1.21118981137822
2014-07, 1.6949448867346
2014-08, 1.83815872000171
2014-09, 1.78529364051024
2014-10, 1.71576758749362
2014-11, 1.86684095060584
2014-12, 1.93251660665975
2015-01, 1.94395956017139
2015-02, 2.06146021539487
2015-03, 1.82702786304776
2015-04, 1.86878123925778
2015-05, 1.7835653105356
2015-06, 1.83457408337068
2015-07, 1.71334380751194
2015-08, 1.74042160000411
2015-09, 1.75011735397584
2015-10, 1.78908352460619
2015-11, 1.53936852955901
2015-12, 1.24395527449205
2016-01, 0.870443348364448
2016-02, 0.645620113995792
2016-03, 0.586356823668324
2016-04, 0.520170130929535
2016-05, 0.964233502980797
2016-06, 0.869687359663024
2016-07, 0.423808664797379
2016-08, 0.0446275276043635
2016-09, 0.126783568412625
2016-10, 0.251568223640652
2016-11, -0.204485173703332
2016-12, -0.377028432841419
2017-01, -0.501452273165281
2017-02, -0.632536542313787
2017-03, -0.71501384909902
2017-04, -1.00585220232368
2017-05, -1.21681671912866
2017-06, -1.21306947331985
2017-07, -1.13103239266751
2017-08, -1.73443763564489
2017-09, -1.80966825223689
2017-10, -1.93456039595291
2017-11, -1.7101737333106
2017-12, -1.53281762115842
2018-01, -1.51229465035177
2018-02, -1.58960668228406
2018-03, -1.39660908603959
2018-04, -1.36289044035218
2018-05, -1.39450262494681
2018-06, -1.49826414468705
2018-07, -1.50587568104787
2018-08, -1.56399993999427
2018-09, -1.61238544606751
2018-10, -1.10202308464842
2018-11, -1.09809988450337
2018-12, -1.13387465176122
2019-01, -1.23987219898305
2019-02, -1.26478121778797
2019-03, -1.43451824002381
2019-04, -1.14750785337886
2019-05, -0.897915857892139
2019-06, -0.965930484470771
2019-07, -0.597394676036128
2019-08, -0.367906455423812
2019-09, -0.305699345256492
2019-10, 0.126378822955412
2019-11, 0.740489779993758
2019-12, 0.811884533412003
2020-01, 0.660278546728932
2020-02, 0.433139023458827
2020-03, 0.254587693900049
2020-04, 0.239120919772544
2020-05, -0.19627525672798
2020-06, 0.0676189975532039
2020-07, 0.278337444369475
2020-08, 0.397247473180755
2020-09, 0.614809996895085
2020-10, 0.668471474617353
2020-11, 0.330034782273097
2020-12, 0.500646016930455
2021-01, 0.780500671667976
2021-02, 0.8282489136192
2021-03, 0.881889617635646
2021-04, 0.725992530084275
2021-05, 0.428712102902648
2021-06, 0.521256589346547
2021-07, 0.562074001889268
2021-08, 0.557480519494457
2021-09, 0.521430858076837
2021-10, 0.340862565741642
2021-11, 0.0554657761621094
2021-12, -0.225723814079613
2022-01, -0.276635189153547
2022-02, -0.23967839591257
2022-03, -0.362534973203925
2022-04, -0.588108664796472
2022-05, -0.884045546100067
2022-06, -1.11208118268231
2022-07, -1.35136174839193
2022-08, -1.34464771560892
2022-09, -1.60903849844878
2022-10, -1.82925787991927
2022-11, -1.67095377290727
2022-12, -1.60847935858317
2023-01, -1.90168609737919
2023-02, -1.84970287519542
2023-03, -1.90328088798945
2023-04, -2.06107783498306
2023-05, -1.88664758074615
2023-06, -1.78421946647851
2023-07, -1.86217072073365
2023-08, -1.72707501568029
2023-09, -1.48180735828687
2023-10, -1.44851306213366
2023-11, -1.77053336878389
2023-12, -1.6427275833315
2024-01, -1.61734303029324
2024-02, -0.995388371605878
2024-03, -0.220513878871122
2024-04, -0.0968815704180219
2024-05, 0.431059458648806
2024-06, 0.459666061506646
2024-07, 0.536541418784879
2024-08, 0.415678064588478
2024-09, 0.564804298435961
2024-10, 1.02321993550167
2024-11, 0.921177984396578
2024-12, 0.645826985885061
